Time Interval, Browse Path, Value Source, Data Type
3406,Line2/CasePacker/State,6,Double
3415,Line2/CasePacker/State,6,Double
3424,Line2/CasePacker/State,6,Double
3433,Line2/CasePacker/State,6,Double
3442,Line2/CasePacker/State,6,Double
3451,Line2/CasePacker/State,6,Double
3460,Line2/CasePacker/State,6,Double
3469,Line2/CasePacker/State,6,Double
3478,Line2/CasePacker/State,6,Double
3487,Line2/CasePacker/State,6,Double
3496,Line2/CasePacker/State,6,Double
3505,Line2/CasePacker/State,6,Double
3514,Line2/CasePacker/State,6,Double
3523,Line2/CasePacker/State,6,Double
3532,Line2/CasePacker/State,6,Double
3541,Line2/CasePacker/State,6,Double
3550,Line2/CasePacker/State,6,Double
3559,Line2/CasePacker/State,6,Double
3568,Line2/CasePacker/State,6,Double
3577,Line2/CasePacker/State,6,Double
3586,Line2/CasePacker/State,1,Double
3595,Line2/CasePacker/State,1,Double
3604,Line2/CasePacker/State,1,Double
3613,Line2/CasePacker/State,1,Double
3622,Line2/CasePacker/State,1,Double
3631,Line2/CasePacker/State,1,Double
3640,Line2/CasePacker/State,1,Double
3649,Line2/CasePacker/State,1,Double
3658,Line2/CasePacker/State,1,Double
3667,Line2/CasePacker/State,1,Double
3676,Line2/CasePacker/State,1,Double
3685,Line2/CasePacker/State,1,Double
3694,Line2/CasePacker/State,1,Double
3703,Line2/CasePacker/State,1,Double
3712,Line2/CasePacker/State,1,Double
3721,Line2/CasePacker/State,1,Double
3730,Line2/CasePacker/State,1,Double
3739,Line2/CasePacker/State,1,Double
3748,Line2/CasePacker/State,13,Double
3757,Line2/CasePacker/State,13,Double
3766,Line2/CasePacker/State,13,Double
3775,Line2/CasePacker/State,13,Double
3784,Line2/CasePacker/State,13,Double
3793,Line2/CasePacker/State,13,Double
3802,Line2/CasePacker/State,13,Double
3811,Line2/CasePacker/State,13,Double
3820,Line2/CasePacker/State,13,Double
3829,Line2/CasePacker/State,13,Double
3838,Line2/CasePacker/State,13,Double
3847,Line2/CasePacker/State,13,Double
3856,Line2/CasePacker/State,13,Double
3865,Line2/CasePacker/State,13,Double
3874,Line2/CasePacker/State,13,Double
3883,Line2/CasePacker/State,13,Double
3892,Line2/CasePacker/State,13,Double
3901,Line2/CasePacker/State,13,Double
3910,Line2/CasePacker/State,13,Double
3919,Line2/CasePacker/State,13,Double
3928,Line2/CasePacker/State,1,Double
3937,Line2/CasePacker/State,1,Double
3946,Line2/CasePacker/State,1,Double
3955,Line2/CasePacker/State,1,Double
3964,Line2/CasePacker/State,1,Double
3973,Line2/CasePacker/State,1,Double
3982,Line2/CasePacker/State,1,Double
3991,Line2/CasePacker/State,1,Double
4000,Line2/CasePacker/State,1,Double
4009,Line2/CasePacker/State,1,Double
4018,Line2/CasePacker/State,1,Double
4027,Line2/CasePacker/State,1,Double
4036,Line2/CasePacker/State,1,Double
4045,Line2/CasePacker/State,1,Double
4054,Line2/CasePacker/State,1,Double
4063,Line2/CasePacker/State,1,Double
4072,Line2/CasePacker/State,1,Double
4081,Line2/CasePacker/State,1,Double
4090,Line2/CasePacker/State,1,Double
4099,Line2/CasePacker/State,1,Double
4108,Line2/CasePacker/State,1,Double
4117,Line2/CasePacker/State,1,Double
4126,Line2/CasePacker/State,1,Double
4135,Line2/CasePacker/State,1,Double
4144,Line2/CasePacker/State,1,Double
4153,Line2/CasePacker/State,1,Double
4162,Line2/CasePacker/State,1,Double
4171,Line2/CasePacker/State,1,Double
4180,Line2/CasePacker/State,1,Double
4189,Line2/CasePacker/State,1,Double
4198,Line2/CasePacker/State,1,Double
4207,Line2/CasePacker/State,1,Double
4216,Line2/CasePacker/State,1,Double
4225,Line2/CasePacker/State,1,Double
4234,Line2/CasePacker/State,1,Double
4243,Line2/CasePacker/State,1,Double
4252,Line2/CasePacker/State,1,Double
4261,Line2/CasePacker/State,1,Double
4270,Line2/CasePacker/State,1,Double
4279,Line2/CasePacker/State,1,Double
4288,Line2/CasePacker/State,1,Double
4297,Line2/CasePacker/State,1,Double
4306,Line2/CasePacker/State,1,Double
4315,Line2/CasePacker/State,1,Double
4324,Line2/CasePacker/State,1,Double
4333,Line2/CasePacker/State,1,Double
4342,Line2/CasePacker/State,1,Double
4351,Line2/CasePacker/State,1,Double
4360,Line2/CasePacker/State,1,Double
4369,Line2/CasePacker/State,1,Double
4378,Line2/CasePacker/State,5,Double
4387,Line2/CasePacker/State,5,Double
4396,Line2/CasePacker/State,5,Double
4405,Line2/CasePacker/State,5,Double
4414,Line2/CasePacker/State,5,Double
4423,Line2/CasePacker/State,5,Double
4432,Line2/CasePacker/State,5,Double
4441,Line2/CasePacker/State,5,Double
4450,Line2/CasePacker/State,5,Double
4459,Line2/CasePacker/State,5,Double
4468,Line2/CasePacker/State,5,Double
4477,Line2/CasePacker/State,5,Double
4486,Line2/CasePacker/State,5,Double
4495,Line2/CasePacker/State,5,Double
4504,Line2/CasePacker/State,1,Double
4513,Line2/CasePacker/State,1,Double
4522,Line2/CasePacker/State,1,Double
4531,Line2/CasePacker/State,1,Double
4540,Line2/CasePacker/State,1,Double
4549,Line2/CasePacker/State,1,Double
4558,Line2/CasePacker/State,1,Double
4567,Line2/CasePacker/State,1,Double
4576,Line2/CasePacker/State,1,Double
4585,Line2/CasePacker/State,1,Double
4594,Line2/CasePacker/State,1,Double
4603,Line2/CasePacker/State,1,Double
4612,Line2/CasePacker/State,1,Double
4621,Line2/CasePacker/State,1,Double
4630,Line2/CasePacker/State,1,Double
4639,Line2/CasePacker/State,1,Double
4648,Line2/CasePacker/State,1,Double
4657,Line2/CasePacker/State,1,Double
4666,Line2/CasePacker/State,1,Double
4675,Line2/CasePacker/State,1,Double
4684,Line2/CasePacker/State,1,Double
4693,Line2/CasePacker/State,1,Double
4702,Line2/CasePacker/State,1,Double
4711,Line2/CasePacker/State,1,Double
4720,Line2/CasePacker/State,1,Double
4729,Line2/CasePacker/State,1,Double
4738,Line2/CasePacker/State,1,Double
4747,Line2/CasePacker/State,1,Double
4756,Line2/CasePacker/State,1,Double
4765,Line2/CasePacker/State,1,Double
4774,Line2/CasePacker/State,1,Double
4783,Line2/CasePacker/State,1,Double
4792,Line2/CasePacker/State,1,Double
4801,Line2/CasePacker/State,1,Double
4810,Line2/CasePacker/State,1,Double
4819,Line2/CasePacker/State,1,Double
4828,Line2/CasePacker/State,1,Double
4837,Line2/CasePacker/State,6,Double
4846,Line2/CasePacker/State,6,Double
4855,Line2/CasePacker/State,6,Double
4864,Line2/CasePacker/State,6,Double
4873,Line2/CasePacker/State,6,Double
4882,Line2/CasePacker/State,6,Double
4891,Line2/CasePacker/State,6,Double
4900,Line2/CasePacker/State,6,Double
4909,Line2/CasePacker/State,6,Double
4918,Line2/CasePacker/State,1,Double
4927,Line2/CasePacker/State,1,Double
4936,Line2/CasePacker/State,1,Double
4945,Line2/CasePacker/State,1,Double
4954,Line2/CasePacker/State,1,Double
4963,Line2/CasePacker/State,1,Double
4972,Line2/CasePacker/State,1,Double
4981,Line2/CasePacker/State,1,Double
4990,Line2/CasePacker/State,1,Double
4999,Line2/CasePacker/State,1,Double
5008,Line2/CasePacker/State,1,Double
5017,Line2/CasePacker/State,1,Double
5026,Line2/CasePacker/State,1,Double
5035,Line2/CasePacker/State,1,Double
5044,Line2/CasePacker/State,1,Double
5053,Line2/CasePacker/State,1,Double
5062,Line2/CasePacker/State,1,Double
5071,Line2/CasePacker/State,1,Double
5080,Line2/CasePacker/State,1,Double
5089,Line2/CasePacker/State,1,Double
5098,Line2/CasePacker/State,1,Double
5107,Line2/CasePacker/State,1,Double
5116,Line2/CasePacker/State,1,Double
5125,Line2/CasePacker/State,1,Double
5134,Line2/CasePacker/State,1,Double
5143,Line2/CasePacker/State,1,Double
5152,Line2/CasePacker/State,1,Double
5161,Line2/CasePacker/State,1,Double
5170,Line2/CasePacker/State,1,Double
5179,Line2/CasePacker/State,1,Double
5188,Line2/CasePacker/State,1,Double
5197,Line2/CasePacker/State,1,Double
5206,Line2/CasePacker/State,1,Double
5215,Line2/CasePacker/State,1,Double
5224,Line2/CasePacker/State,1,Double
5233,Line2/CasePacker/State,5,Double
5242,Line2/CasePacker/State,5,Double
5251,Line2/CasePacker/State,5,Double
5260,Line2/CasePacker/State,5,Double
5269,Line2/CasePacker/State,5,Double
5278,Line2/CasePacker/State,5,Double
5287,Line2/CasePacker/State,5,Double
5296,Line2/CasePacker/State,5,Double
5305,Line2/CasePacker/State,5,Double
5314,Line2/CasePacker/State,5,Double
5323,Line2/CasePacker/State,5,Double
5332,Line2/CasePacker/State,5,Double
5341,Line2/CasePacker/State,5,Double
5350,Line2/CasePacker/State,5,Double
3,Line2/CasePacker/WasteCount,0,Double
12,Line2/CasePacker/WasteCount,0,Double
21,Line2/CasePacker/WasteCount,0,Double
30,Line2/CasePacker/WasteCount,0,Double
39,Line2/CasePacker/WasteCount,0,Double
48,Line2/CasePacker/WasteCount,0,Double
57,Line2/CasePacker/WasteCount,0,Double
66,Line2/CasePacker/WasteCount,0,Double
75,Line2/CasePacker/WasteCount,0,Double
84,Line2/CasePacker/WasteCount,0,Double
93,Line2/CasePacker/WasteCount,0,Double
102,Line2/CasePacker/WasteCount,0,Double
111,Line2/CasePacker/WasteCount,0,Double
120,Line2/CasePacker/WasteCount,0,Double
129,Line2/CasePacker/WasteCount,0,Double
138,Line2/CasePacker/WasteCount,0,Double
147,Line2/CasePacker/WasteCount,0,Double
156,Line2/CasePacker/WasteCount,0,Double
165,Line2/CasePacker/WasteCount,0,Double
174,Line2/CasePacker/WasteCount,0,Double
183,Line2/CasePacker/WasteCount,0,Double
192,Line2/CasePacker/WasteCount,0,Double
201,Line2/CasePacker/WasteCount,0,Double
210,Line2/CasePacker/WasteCount,0,Double
219,Line2/CasePacker/WasteCount,0,Double
228,Line2/CasePacker/WasteCount,0,Double
237,Line2/CasePacker/WasteCount,0,Double
246,Line2/CasePacker/WasteCount,0,Double
255,Line2/CasePacker/WasteCount,0,Double
264,Line2/CasePacker/WasteCount,0,Double
273,Line2/CasePacker/WasteCount,0,Double
282,Line2/CasePacker/WasteCount,0,Double
291,Line2/CasePacker/WasteCount,0,Double
300,Line2/CasePacker/WasteCount,0,Double
309,Line2/CasePacker/WasteCount,0,Double
318,Line2/CasePacker/WasteCount,0,Double
327,Line2/CasePacker/WasteCount,0,Double
336,Line2/CasePacker/WasteCount,0,Double
345,Line2/CasePacker/WasteCount,0,Double
354,Line2/CasePacker/WasteCount,0,Double
363,Line2/CasePacker/WasteCount,0,Double
372,Line2/CasePacker/WasteCount,0,Double
381,Line2/CasePacker/WasteCount,0,Double
390,Line2/CasePacker/WasteCount,0,Double
399,Line2/CasePacker/WasteCount,0,Double
408,Line2/CasePacker/WasteCount,0,Double
417,Line2/CasePacker/WasteCount,0,Double
426,Line2/CasePacker/WasteCount,0,Double
435,Line2/CasePacker/WasteCount,0,Double
444,Line2/CasePacker/WasteCount,0,Double
453,Line2/CasePacker/WasteCount,0,Double
462,Line2/CasePacker/WasteCount,0,Double
471,Line2/CasePacker/WasteCount,0,Double
480,Line2/CasePacker/WasteCount,0,Double
489,Line2/CasePacker/WasteCount,0,Double
498,Line2/CasePacker/WasteCount,0,Double
507,Line2/CasePacker/WasteCount,0,Double
516,Line2/CasePacker/WasteCount,0,Double
525,Line2/CasePacker/WasteCount,0,Double
534,Line2/CasePacker/WasteCount,0,Double
543,Line2/CasePacker/WasteCount,0,Double
552,Line2/CasePacker/WasteCount,0,Double
561,Line2/CasePacker/WasteCount,0,Double
570,Line2/CasePacker/WasteCount,0,Double
579,Line2/CasePacker/WasteCount,0,Double
588,Line2/CasePacker/WasteCount,0,Double
597,Line2/CasePacker/WasteCount,0,Double
606,Line2/CasePacker/WasteCount,0,Double
615,Line2/CasePacker/WasteCount,0,Double
624,Line2/CasePacker/WasteCount,0,Double
633,Line2/CasePacker/WasteCount,0,Double
642,Line2/CasePacker/WasteCount,0,Double
651,Line2/CasePacker/WasteCount,0,Double
660,Line2/CasePacker/WasteCount,0,Double
669,Line2/CasePacker/WasteCount,0,Double
678,Line2/CasePacker/WasteCount,0,Double
687,Line2/CasePacker/WasteCount,0,Double
696,Line2/CasePacker/WasteCount,0,Double
705,Line2/CasePacker/WasteCount,0,Double
714,Line2/CasePacker/WasteCount,0,Double
723,Line2/CasePacker/WasteCount,0,Double
732,Line2/CasePacker/WasteCount,0,Double
741,Line2/CasePacker/WasteCount,0,Double
750,Line2/CasePacker/WasteCount,0,Double
759,Line2/CasePacker/WasteCount,0,Double
768,Line2/CasePacker/WasteCount,0,Double
777,Line2/CasePacker/WasteCount,0,Double
786,Line2/CasePacker/WasteCount,0,Double
795,Line2/CasePacker/WasteCount,0,Double
804,Line2/CasePacker/WasteCount,0,Double
813,Line2/CasePacker/WasteCount,0,Double
822,Line2/CasePacker/WasteCount,0,Double
831,Line2/CasePacker/WasteCount,0,Double
840,Line2/CasePacker/WasteCount,0,Double
