Time Interval, Browse Path, Value Source, Data Type
57,Line2/CasePacker/WasteCount,0,UInt32
58,Line1/CasePacker/State,1,UInt32
58,Line2/CasePacker/State,1,UInt32
60,Line1/Palletizer/OutfeedCount,0,UInt32
60,Line2/Palletizer/OutfeedCount,0,UInt32
61,Line1/Palletizer/State,1,UInt32
61,Line2/Palletizer/State,1,UInt32
63,Line1/Filler/InfeedCount,6,UInt32
63,Line2/Filler/InfeedCount,6,UInt32
64,Line1/Filler/State,1,UInt32
64,Line2/Filler/State,1,UInt32
66,Line1/CasePacker/WasteCount,0,UInt32
66,Line2/CasePacker/WasteCount,0,UInt32
67,Line1/CasePacker/State,1,UInt32
67,Line2/CasePacker/State,1,UInt32
69,Line1/Palletizer/OutfeedCount,0,UInt32
69,Line2/Palletizer/OutfeedCount,0,UInt32
70,Line1/Palletizer/State,1,UInt32
70,Line2/Palletizer/State,1,UInt32
72,Line1/Filler/InfeedCount,7,UInt32
72,Line2/Filler/InfeedCount,7,UInt32
73,Line1/Filler/State,1,UInt32
73,Line2/Filler/State,1,UInt32
75,Line1/CasePacker/WasteCount,0,UInt32
75,Line2/CasePacker/WasteCount,0,UInt32
76,Line1/CasePacker/State,1,UInt32
76,Line2/CasePacker/State,1,UInt32
78,Line1/Palletizer/OutfeedCount,0,UInt32
78,Line2/Palletizer/OutfeedCount,0,UInt32
79,Line1/Palletizer/State,1,UInt32
79,Line2/Palletizer/State,1,UInt32
81,Line1/Filler/InfeedCount,8,UInt32
81,Line2/Filler/InfeedCount,8,UInt32
82,Line1/Filler/State,1,UInt32
82,Line2/Filler/State,1,UInt32
84,Line1/CasePacker/WasteCount,0,UInt32
84,Line2/CasePacker/WasteCount,0,UInt32
85,Line1/CasePacker/State,1,UInt32
85,Line2/CasePacker/State,1,UInt32
87,Line1/Palletizer/OutfeedCount,0,UInt32
87,Line2/Palletizer/OutfeedCount,0,UInt32
88,Line1/Palletizer/State,1,UInt32
88,Line2/Palletizer/State,1,UInt32
90,Line1/Filler/InfeedCount,9,UInt32
90,Line2/Filler/InfeedCount,9,UInt32
91,Line1/Filler/State,1,UInt32
91,Line2/Filler/State,1,UInt32
93,Line1/CasePacker/WasteCount,0,UInt32
93,Line2/CasePacker/WasteCount,0,UInt32
94,Line1/CasePacker/State,1,UInt32
94,Line2/CasePacker/State,1,UInt32
96,Line1/Palletizer/OutfeedCount,0,UInt32
96,Line2/Palletizer/OutfeedCount,0,UInt32
97,Line1/Palletizer/State,1,UInt32
97,Line2/Palletizer/State,1,UInt32
99,Line1/Filler/InfeedCount,10,UInt32
99,Line2/Filler/InfeedCount,10,UInt32
100,Line1/Filler/State,1,UInt32
100,Line2/Filler/State,1,UInt32
102,Line1/CasePacker/WasteCount,0,UInt32
102,Line2/CasePacker/WasteCount,0,UInt32
103,Line1/CasePacker/State,1,UInt32
103,Line2/CasePacker/State,1,UInt32
105,Line1/Palletizer/OutfeedCount,0,UInt32
105,Line2/Palletizer/OutfeedCount,0,UInt32
106,Line1/Palletizer/State,1,UInt32
106,Line2/Palletizer/State,1,UInt32
108,Line1/Filler/InfeedCount,0,UInt32
108,Line2/Filler/InfeedCount,0,UInt32
109,Line1/Filler/State,11,UInt32
109,Line2/Filler/State,1,UInt32
111,Line1/CasePacker/WasteCount,0,UInt32
111,Line2/CasePacker/WasteCount,0,UInt32
112,Line1/CasePacker/State,1,UInt32
112,Line2/CasePacker/State,1,UInt32
114,Line1/Palletizer/OutfeedCount,0,UInt32
114,Line2/Palletizer/OutfeedCount,0,UInt32
115,Line1/Palletizer/State,1,UInt32
115,Line2/Palletizer/State,1,UInt32
117,Line1/Filler/InfeedCount,0,UInt32
117,Line2/Filler/InfeedCount,1,UInt32
118,Line1/Filler/State,11,UInt32
118,Line2/Filler/State,1,UInt32
120,Line1/CasePacker/WasteCount,0,UInt32
120,Line2/CasePacker/WasteCount,0,UInt32
121,Line1/CasePacker/State,1,UInt32
121,Line2/CasePacker/State,1,UInt32
123,Line1/Palletizer/OutfeedCount,1,UInt32
123,Line2/Palletizer/OutfeedCount,1,UInt32
124,Line1/Palletizer/State,1,UInt32
124,Line2/Palletizer/State,1,UInt32
126,Line1/Filler/InfeedCount,0,UInt32
126,Line2/Filler/InfeedCount,2,UInt32
127,Line1/Filler/State,11,UInt32
127,Line2/Filler/State,1,UInt32
129,Line1/CasePacker/WasteCount,0,UInt32
129,Line2/CasePacker/WasteCount,0,UInt32
130,Line1/CasePacker/State,6,UInt32
130,Line2/CasePacker/State,1,UInt32
132,Line1/Palletizer/OutfeedCount,2,UInt32
132,Line2/Palletizer/OutfeedCount,2,UInt32
133,Line1/Palletizer/State,1,UInt32
133,Line2/Palletizer/State,1,UInt32
135,Line1/Filler/InfeedCount,0,UInt32
135,Line2/Filler/InfeedCount,3,UInt32
136,Line1/Filler/State,11,UInt32
136,Line2/Filler/State,1,UInt32
138,Line1/CasePacker/WasteCount,1,UInt32
138,Line2/CasePacker/WasteCount,0,UInt32
139,Line1/CasePacker/State,6,UInt32
139,Line2/CasePacker/State,1,UInt32
141,Line1/Palletizer/OutfeedCount,3,UInt32
141,Line2/Palletizer/OutfeedCount,3,UInt32
142,Line1/Palletizer/State,1,UInt32
142,Line2/Palletizer/State,1,UInt32
144,Line1/Filler/InfeedCount,0,UInt32
144,Line2/Filler/InfeedCount,4,UInt32
145,Line1/Filler/State,11,UInt32
145,Line2/Filler/State,1,UInt32
147,Line1/CasePacker/WasteCount,2,UInt32
147,Line2/CasePacker/WasteCount,0,UInt32
148,Line1/CasePacker/State,6,UInt32
148,Line2/CasePacker/State,1,UInt32
150,Line1/Palletizer/OutfeedCount,4,UInt32
150,Line2/Palletizer/OutfeedCount,4,UInt32
151,Line1/Palletizer/State,1,UInt32
151,Line2/Palletizer/State,1,UInt32
153,Line1/Filler/InfeedCount,0,UInt32
153,Line2/Filler/InfeedCount,5,UInt32
154,Line1/Filler/State,11,UInt32
154,Line2/Filler/State,1,UInt32
156,Line1/CasePacker/WasteCount,0,UInt32
156,Line2/CasePacker/WasteCount,0,UInt32
157,Line1/CasePacker/State,6,UInt32
157,Line2/CasePacker/State,1,UInt32
159,Line1/Palletizer/OutfeedCount,5,UInt32
159,Line2/Palletizer/OutfeedCount,5,UInt32
160,Line1/Palletizer/State,1,UInt32
160,Line2/Palletizer/State,1,UInt32
162,Line1/Filler/InfeedCount,0,UInt32
162,Line2/Filler/InfeedCount,6,UInt32
163,Line1/Filler/State,11,UInt32
163,Line2/Filler/State,1,UInt32
165,Line1/CasePacker/WasteCount,0,UInt32
165,Line2/CasePacker/WasteCount,0,UInt32
166,Line1/CasePacker/State,6,UInt32
166,Line2/CasePacker/State,1,UInt32
168,Line1/Palletizer/OutfeedCount,6,UInt32
168,Line2/Palletizer/OutfeedCount,6,UInt32
169,Line1/Palletizer/State,1,UInt32
169,Line2/Palletizer/State,1,UInt32
171,Line1/Filler/InfeedCount,0,UInt32
171,Line2/Filler/InfeedCount,7,UInt32
172,Line1/Filler/State,11,UInt32
172,Line2/Filler/State,1,UInt32
174,Line1/CasePacker/WasteCount,0,UInt32
174,Line2/CasePacker/WasteCount,0,UInt32
175,Line1/CasePacker/State,6,UInt32
175,Line2/CasePacker/State,1,UInt32
177,Line1/Palletizer/OutfeedCount,7,UInt32
177,Line2/Palletizer/OutfeedCount,7,UInt32
178,Line1/Palletizer/State,1,UInt32
178,Line2/Palletizer/State,1,UInt32
180,Line1/Filler/InfeedCount,0,UInt32
180,Line2/Filler/InfeedCount,8,UInt32
181,Line1/Filler/State,11,UInt32
181,Line2/Filler/State,1,UInt32
183,Line1/CasePacker/WasteCount,0,UInt32
183,Line2/CasePacker/WasteCount,0,UInt32
184,Line1/CasePacker/State,6,UInt32
184,Line2/CasePacker/State,1,UInt32
186,Line1/Palletizer/OutfeedCount,8,UInt32
186,Line2/Palletizer/OutfeedCount,8,UInt32
187,Line1/Palletizer/State,1,UInt32
187,Line2/Palletizer/State,1,UInt32
189,Line1/Filler/InfeedCount,0,UInt32
189,Line2/Filler/InfeedCount,9,UInt32
190,Line1/Filler/State,11,UInt32
190,Line2/Filler/State,1,UInt32
192,Line1/CasePacker/WasteCount,1,UInt32
192,Line2/CasePacker/WasteCount,0,UInt32
193,Line1/CasePacker/State,6,UInt32
193,Line2/CasePacker/State,1,UInt32
195,Line1/Palletizer/OutfeedCount,9,UInt32
195,Line2/Palletizer/OutfeedCount,9,UInt32
196,Line1/Palletizer/State,1,UInt32
196,Line2/Palletizer/State,1,UInt32
198,Line1/Filler/InfeedCount,0,UInt32
198,Line2/Filler/InfeedCount,10,UInt32
199,Line1/Filler/State,11,UInt32
199,Line2/Filler/State,1,UInt32
201,Line1/CasePacker/WasteCount,0,UInt32
201,Line2/CasePacker/WasteCount,0,UInt32
202,Line1/CasePacker/State,6,UInt32
202,Line2/CasePacker/State,1,UInt32
204,Line1/Palletizer/OutfeedCount,10,UInt32
204,Line2/Palletizer/OutfeedCount,10,UInt32
205,Line1/Palletizer/State,1,UInt32
205,Line2/Palletizer/State,1,UInt32
207,Line1/Filler/InfeedCount,0,UInt32
207,Line2/Filler/InfeedCount,0,UInt32
208,Line1/Filler/State,1,UInt32
208,Line2/Filler/State,12,UInt32
210,Line1/CasePacker/WasteCount,0,UInt32
210,Line2/CasePacker/WasteCount,0,UInt32
211,Line1/CasePacker/State,6,UInt32
211,Line2/CasePacker/State,1,UInt32
213,Line1/Palletizer/OutfeedCount,0,UInt32
213,Line2/Palletizer/OutfeedCount,0,UInt32
214,Line1/Palletizer/State,6,UInt32
214,Line2/Palletizer/State,1,UInt32
216,Line1/Filler/InfeedCount,1,UInt32
216,Line2/Filler/InfeedCount,0,UInt32
217,Line1/Filler/State,1,UInt32
217,Line2/Filler/State,12,UInt32
219,Line1/CasePacker/WasteCount,0,UInt32
219,Line2/CasePacker/WasteCount,0,UInt32
220,Line1/CasePacker/State,6,UInt32
220,Line2/CasePacker/State,1,UInt32
222,Line1/Palletizer/OutfeedCount,0,UInt32
222,Line2/Palletizer/OutfeedCount,1,UInt32
223,Line1/Palletizer/State,6,UInt32
223,Line2/Palletizer/State,1,UInt32
225,Line1/Filler/InfeedCount,2,UInt32
225,Line2/Filler/InfeedCount,0,UInt32
226,Line1/Filler/State,1,UInt32
226,Line2/Filler/State,12,UInt32
228,Line1/CasePacker/WasteCount,0,UInt32
228,Line2/CasePacker/WasteCount,0,UInt32
229,Line1/CasePacker/State,1,UInt32
229,Line2/CasePacker/State,1,UInt32
231,Line1/Palletizer/OutfeedCount,0,UInt32
231,Line2/Palletizer/OutfeedCount,2,UInt32
232,Line1/Palletizer/State,6,UInt32
232,Line2/Palletizer/State,1,UInt32
234,Line1/Filler/InfeedCount,3,UInt32
234,Line2/Filler/InfeedCount,0,UInt32
235,Line1/Filler/State,1,UInt32
235,Line2/Filler/State,12,UInt32
237,Line1/CasePacker/WasteCount,0,UInt32
237,Line2/CasePacker/WasteCount,0,UInt32
238,Line1/CasePacker/State,1,UInt32
238,Line2/CasePacker/State,1,UInt32
240,Line1/Palletizer/OutfeedCount,0,UInt32
240,Line2/Palletizer/OutfeedCount,3,UInt32
241,Line1/Palletizer/State,6,UInt32
241,Line2/Palletizer/State,1,UInt32
243,Line1/Filler/InfeedCount,4,UInt32
243,Line2/Filler/InfeedCount,0,UInt32
244,Line1/Filler/State,1,UInt32
244,Line2/Filler/State,12,UInt32
246,Line1/CasePacker/WasteCount,0,UInt32
246,Line2/CasePacker/WasteCount,0,UInt32
247,Line1/CasePacker/State,1,UInt32
247,Line2/CasePacker/State,6,UInt32
249,Line1/Palletizer/OutfeedCount,0,UInt32
249,Line2/Palletizer/OutfeedCount,4,UInt32
250,Line1/Palletizer/State,6,UInt32
250,Line2/Palletizer/State,1,UInt32
252,Line1/Filler/InfeedCount,5,UInt32
252,Line2/Filler/InfeedCount,0,UInt32
253,Line1/Filler/State,1,UInt32
253,Line2/Filler/State,12,UInt32
255,Line1/CasePacker/WasteCount,0,UInt32
255,Line2/CasePacker/WasteCount,0,UInt32
256,Line1/CasePacker/State,1,UInt32
256,Line2/CasePacker/State,6,UInt32
258,Line1/Palletizer/OutfeedCount,0,UInt32
258,Line2/Palletizer/OutfeedCount,5,UInt32
259,Line1/Palletizer/State,6,UInt32
259,Line2/Palletizer/State,1,UInt32
261,Line1/Filler/InfeedCount,6,UInt32
261,Line2/Filler/InfeedCount,0,UInt32
262,Line1/Filler/State,1,UInt32
262,Line2/Filler/State,12,UInt32
264,Line1/CasePacker/WasteCount,0,UInt32
264,Line2/CasePacker/WasteCount,0,UInt32
265,Line1/CasePacker/State,1,UInt32
265,Line2/CasePacker/State,6,UInt32
267,Line1/Palletizer/OutfeedCount,0,UInt32
267,Line2/Palletizer/OutfeedCount,6,UInt32
268,Line1/Palletizer/State,6,UInt32
268,Line2/Palletizer/State,1,UInt32
270,Line1/Filler/InfeedCount,7,UInt32
270,Line2/Filler/InfeedCount,0,UInt32
271,Line1/Filler/State,1,UInt32
271,Line2/Filler/State,12,UInt32
273,Line1/CasePacker/WasteCount,0,UInt32
273,Line2/CasePacker/WasteCount,0,UInt32
274,Line1/CasePacker/State,1,UInt32
274,Line2/CasePacker/State,6,UInt32
276,Line1/Palletizer/OutfeedCount,0,UInt32
276,Line2/Palletizer/OutfeedCount,7,UInt32
277,Line1/Palletizer/State,6,UInt32
277,Line2/Palletizer/State,1,UInt32
279,Line1/Filler/InfeedCount,8,UInt32
279,Line2/Filler/InfeedCount,0,UInt32
280,Line1/Filler/State,1,UInt32
280,Line2/Filler/State,12,UInt32
282,Line1/CasePacker/WasteCount,0,UInt32
282,Line2/CasePacker/WasteCount,0,UInt32
283,Line1/CasePacker/State,1,UInt32
283,Line2/CasePacker/State,6,UInt32
285,Line1/Palletizer/OutfeedCount,0,UInt32
285,Line2/Palletizer/OutfeedCount,8,UInt32
286,Line1/Palletizer/State,6,UInt32
286,Line2/Palletizer/State,1,UInt32
288,Line1/Filler/InfeedCount,9,UInt32
288,Line2/Filler/InfeedCount,0,UInt32
289,Line1/Filler/State,1,UInt32
289,Line2/Filler/State,12,UInt32
291,Line1/CasePacker/WasteCount,0,UInt32
291,Line2/CasePacker/WasteCount,0,UInt32
292,Line1/CasePacker/State,1,UInt32
292,Line2/CasePacker/State,6,UInt32
294,Line1/Palletizer/OutfeedCount,0,UInt32
294,Line2/Palletizer/OutfeedCount,9,UInt32
295,Line1/Palletizer/State,6,UInt32
295,Line2/Palletizer/State,1,UInt32
297,Line1/Filler/InfeedCount,10,UInt32
297,Line2/Filler/InfeedCount,0,UInt32
298,Line1/Filler/State,1,UInt32
298,Line2/Filler/State,1,UInt32
300,Line1/CasePacker/WasteCount,0,UInt32
300,Line2/CasePacker/WasteCount,0,UInt32
301,Line1/CasePacker/State,1,UInt32
301,Line2/CasePacker/State,6,UInt32
303,Line1/Palletizer/OutfeedCount,0,UInt32
303,Line2/Palletizer/OutfeedCount,10,UInt32
304,Line1/Palletizer/State,6,UInt32
304,Line2/Palletizer/State,1,UInt32
306,Line1/Filler/InfeedCount,1,UInt32
306,Line2/Filler/InfeedCount,1,UInt32
307,Line1/Filler/State,1,UInt32
307,Line2/Filler/State,1,UInt32
309,Line1/CasePacker/WasteCount,0,UInt32
309,Line2/CasePacker/WasteCount,0,UInt32
310,Line1/CasePacker/State,1,UInt32
310,Line2/CasePacker/State,6,UInt32
312,Line1/Palletizer/OutfeedCount,0,UInt32
312,Line2/Palletizer/OutfeedCount,0,UInt32
313,Line1/Palletizer/State,6,UInt32
313,Line2/Palletizer/State,6,UInt32
315,Line1/Filler/InfeedCount,0,UInt32
315,Line2/Filler/InfeedCount,2,UInt32
316,Line1/Filler/State,13,UInt32
316,Line2/Filler/State,1,UInt32
318,Line1/CasePacker/WasteCount,0,UInt32
318,Line2/CasePacker/WasteCount,0,UInt32
319,Line1/CasePacker/State,1,UInt32
319,Line2/CasePacker/State,6,UInt32
321,Line1/Palletizer/OutfeedCount,0,UInt32
321,Line2/Palletizer/OutfeedCount,0,UInt32
322,Line1/Palletizer/State,6,UInt32
322,Line2/Palletizer/State,6,UInt32
324,Line1/Filler/InfeedCount,0,UInt32
324,Line2/Filler/InfeedCount,3,UInt32
325,Line1/Filler/State,13,UInt32
325,Line2/Filler/State,1,UInt32
327,Line1/CasePacker/WasteCount,0,UInt32
327,Line2/CasePacker/WasteCount,0,UInt32
328,Line1/CasePacker/State,1,UInt32
328,Line2/CasePacker/State,6,UInt32
330,Line1/Palletizer/OutfeedCount,0,UInt32
330,Line2/Palletizer/OutfeedCount,0,UInt32
331,Line1/Palletizer/State,6,UInt32
331,Line2/Palletizer/State,6,UInt32
333,Line1/Filler/InfeedCount,0,UInt32
333,Line2/Filler/InfeedCount,4,UInt32
334,Line1/Filler/State,13,UInt32
334,Line2/Filler/State,1,UInt32
336,Line1/CasePacker/WasteCount,0,UInt32
336,Line2/CasePacker/WasteCount,0,UInt32
337,Line1/CasePacker/State,1,UInt32
337,Line2/CasePacker/State,1,UInt32
339,Line1/Palletizer/OutfeedCount,0,UInt32
339,Line2/Palletizer/OutfeedCount,0,UInt32
340,Line1/Palletizer/State,6,UInt32
340,Line2/Palletizer/State,6,UInt32
342,Line1/Filler/InfeedCount,0,UInt32
342,Line2/Filler/InfeedCount,5,UInt32
343,Line1/Filler/State,13,UInt32
343,Line2/Filler/State,1,UInt32
345,Line1/CasePacker/WasteCount,0,UInt32
345,Line2/CasePacker/WasteCount,0,UInt32
346,Line1/CasePacker/State,6,UInt32
346,Line2/CasePacker/State,1,UInt32
348,Line1/Palletizer/OutfeedCount,0,UInt32
348,Line2/Palletizer/OutfeedCount,0,UInt32
349,Line1/Palletizer/State,6,UInt32
349,Line2/Palletizer/State,6,UInt32
351,Line1/Filler/InfeedCount,0,UInt32
351,Line2/Filler/InfeedCount,6,UInt32
352,Line1/Filler/State,13,UInt32
352,Line2/Filler/State,1,UInt32
354,Line1/CasePacker/WasteCount,0,UInt32
354,Line2/CasePacker/WasteCount,0,UInt32
355,Line1/CasePacker/State,6,UInt32
355,Line2/CasePacker/State,1,UInt32
357,Line1/Palletizer/OutfeedCount,4,UInt32
357,Line2/Palletizer/OutfeedCount,0,UInt32
358,Line1/Palletizer/State,1,UInt32
358,Line2/Palletizer/State,6,UInt32
360,Line1/Filler/InfeedCount,0,UInt32
360,Line2/Filler/InfeedCount,7,UInt32
361,Line1/Filler/State,13,UInt32
361,Line2/Filler/State,1,UInt32
363,Line1/CasePacker/WasteCount,0,UInt32
363,Line2/CasePacker/WasteCount,0,UInt32
364,Line1/CasePacker/State,6,UInt32
364,Line2/CasePacker/State,1,UInt32
366,Line1/Palletizer/OutfeedCount,5,UInt32
366,Line2/Palletizer/OutfeedCount,0,UInt32
367,Line1/Palletizer/State,1,UInt32
367,Line2/Palletizer/State,6,UInt32
369,Line1/Filler/InfeedCount,0,UInt32
369,Line2/Filler/InfeedCount,8,UInt32
370,Line1/Filler/State,13,UInt32
370,Line2/Filler/State,1,UInt32
372,Line1/CasePacker/WasteCount,1,UInt32
372,Line2/CasePacker/WasteCount,0,UInt32
373,Line1/CasePacker/State,6,UInt32
373,Line2/CasePacker/State,1,UInt32
375,Line1/Palletizer/OutfeedCount,6,UInt32
375,Line2/Palletizer/OutfeedCount,0,UInt32
376,Line1/Palletizer/State,1,UInt32
376,Line2/Palletizer/State,6,UInt32
378,Line1/Filler/InfeedCount,0,UInt32
378,Line2/Filler/InfeedCount,9,UInt32
379,Line1/Filler/State,13,UInt32
379,Line2/Filler/State,1,UInt32
381,Line1/CasePacker/WasteCount,2,UInt32
381,Line2/CasePacker/WasteCount,0,UInt32
382,Line1/CasePacker/State,6,UInt32
382,Line2/CasePacker/State,1,UInt32
384,Line1/Palletizer/OutfeedCount,7,UInt32
384,Line2/Palletizer/OutfeedCount,0,UInt32
385,Line1/Palletizer/State,1,UInt32
385,Line2/Palletizer/State,6,UInt32
387,Line1/Filler/InfeedCount,0,UInt32
387,Line2/Filler/InfeedCount,10,UInt32
388,Line1/Filler/State,13,UInt32
388,Line2/Filler/State,1,UInt32
390,Line1/CasePacker/WasteCount,3,UInt32
390,Line2/CasePacker/WasteCount,0,UInt32
391,Line1/CasePacker/State,6,UInt32
391,Line2/CasePacker/State,1,UInt32
393,Line1/Palletizer/OutfeedCount,8,UInt32
393,Line2/Palletizer/OutfeedCount,0,UInt32
394,Line1/Palletizer/State,1,UInt32
394,Line2/Palletizer/State,6,UInt32
396,Line1/Filler/InfeedCount,0,UInt32
396,Line2/Filler/InfeedCount,0,UInt32
397,Line1/Filler/State,13,UInt32
397,Line2/Filler/State,1,UInt32
399,Line1/CasePacker/WasteCount,4,UInt32
399,Line2/CasePacker/WasteCount,0,UInt32
400,Line1/CasePacker/State,6,UInt32
400,Line2/CasePacker/State,1,UInt32
402,Line1/Palletizer/OutfeedCount,9,UInt32
402,Line2/Palletizer/OutfeedCount,0,UInt32
403,Line1/Palletizer/State,1,UInt32
403,Line2/Palletizer/State,1,UInt32
405,Line1/Filler/InfeedCount,0,UInt32
405,Line2/Filler/InfeedCount,1,UInt32
406,Line1/Filler/State,13,UInt32
406,Line2/Filler/State,1,UInt32
408,Line1/CasePacker/WasteCount,5,UInt32
408,Line2/CasePacker/WasteCount,0,UInt32
409,Line1/CasePacker/State,6,UInt32
409,Line2/CasePacker/State,1,UInt32
411,Line1/Palletizer/OutfeedCount,10,UInt32
411,Line2/Palletizer/OutfeedCount,1,UInt32
412,Line1/Palletizer/State,1,UInt32
412,Line2/Palletizer/State,1,UInt32
414,Line1/Filler/InfeedCount,0,UInt32
414,Line2/Filler/InfeedCount,2,UInt32
415,Line1/Filler/State,1,UInt32
415,Line2/Filler/State,1,UInt32
417,Line1/CasePacker/WasteCount,0,UInt32
417,Line2/CasePacker/WasteCount,0,UInt32
418,Line1/CasePacker/State,6,UInt32
418,Line2/CasePacker/State,1,UInt32
420,Line1/Palletizer/OutfeedCount,0,UInt32
420,Line2/Palletizer/OutfeedCount,2,UInt32
421,Line1/Palletizer/State,6,UInt32
421,Line2/Palletizer/State,1,UInt32
423,Line1/Filler/InfeedCount,1,UInt32
423,Line2/Filler/InfeedCount,3,UInt32
424,Line1/Filler/State,1,UInt32
424,Line2/Filler/State,1,UInt32
426,Line1/CasePacker/WasteCount,0,UInt32
426,Line2/CasePacker/WasteCount,0,UInt32
427,Line1/CasePacker/State,6,UInt32
427,Line2/CasePacker/State,1,UInt32
429,Line1/Palletizer/OutfeedCount,0,UInt32
429,Line2/Palletizer/OutfeedCount,3,UInt32
430,Line1/Palletizer/State,6,UInt32
430,Line2/Palletizer/State,1,UInt32
432,Line1/Filler/InfeedCount,2,UInt32
432,Line2/Filler/InfeedCount,4,UInt32
433,Line1/Filler/State,1,UInt32
433,Line2/Filler/State,1,UInt32
435,Line1/CasePacker/WasteCount,0,UInt32
435,Line2/CasePacker/WasteCount,0,UInt32
436,Line1/CasePacker/State,6,UInt32
436,Line2/CasePacker/State,1,UInt32
438,Line1/Palletizer/OutfeedCount,0,UInt32
438,Line2/Palletizer/OutfeedCount,4,UInt32
439,Line1/Palletizer/State,6,UInt32
439,Line2/Palletizer/State,1,UInt32
441,Line1/Filler/InfeedCount,3,UInt32
441,Line2/Filler/InfeedCount,5,UInt32
442,Line1/Filler/State,1,UInt32
442,Line2/Filler/State,1,UInt32
444,Line1/CasePacker/WasteCount,0,UInt32
444,Line2/CasePacker/WasteCount,0,UInt32
445,Line1/CasePacker/State,1,UInt32
445,Line2/CasePacker/State,1,UInt32
447,Line1/Palletizer/OutfeedCount,0,UInt32
447,Line2/Palletizer/OutfeedCount,5,UInt32
448,Line1/Palletizer/State,6,UInt32
448,Line2/Palletizer/State,1,UInt32
450,Line1/Filler/InfeedCount,4,UInt32
450,Line2/Filler/InfeedCount,6,UInt32
451,Line1/Filler/State,1,UInt32
451,Line2/Filler/State,1,UInt32
453,Line1/CasePacker/WasteCount,0,UInt32
453,Line2/CasePacker/WasteCount,0,UInt32
454,Line1/CasePacker/State,1,UInt32
454,Line2/CasePacker/State,1,UInt32
456,Line1/Palletizer/OutfeedCount,0,UInt32
456,Line2/Palletizer/OutfeedCount,6,UInt32
457,Line1/Palletizer/State,6,UInt32
457,Line2/Palletizer/State,1,UInt32
459,Line1/Filler/InfeedCount,5,UInt32
459,Line2/Filler/InfeedCount,7,UInt32
460,Line1/Filler/State,1,UInt32
460,Line2/Filler/State,1,UInt32
462,Line1/CasePacker/WasteCount,0,UInt32
